id_pessoa;numero;tipo
1899;847-555-0184;3
1901;916-555-0171;3
1903;538-555-0182;1
1905;1 (11) 500 555-0132;3
1907;833-555-0167;1
1909;328-555-0192;3
1911;505-555-0145;1
1913;1 (11) 500 555-0147;1
1915;907-555-0170;3
1917;317-555-0163;3
1919;740-555-0159;3
1921;398-555-0167;1
1923;881-555-0139;1
1925;1 (11) 500 555-0115;3
1927;882-555-0115;1
1929;793-555-0146;1
1931;308-555-0175;1
1933;686-555-0180;1
1935;526-555-0155;1
1937;1 (11) 500 555-0179;1
1939;277-555-0182;1
1941;695-555-0128;1
1943;767-555-0193;3
1945;184-555-0187;3
1947;612-555-0149;3
1949;1 (11) 500 555-0189;1
1951;481-555-0131;3
1953;162-555-0138;3
1955;103-555-0179;1
1957;1 (11) 500 555-0156;3
1959;1 (11) 500 555-0110;3
1961;1 (11) 500 555-0175;1
1963;1 (11) 500 555-0140;3
1965;684-555-0134;3
1967;918-555-0141;1
1969;265-555-0143;3
1971;680-555-0160;1
1973;1 (11) 500 555-0158;1
1975;371-555-0184;1
1977;112-555-0176;3
1979;810-555-0160;1
1981;490-555-0132;3
1983;1 (11) 500 555-0195;3
1985;1 (11) 500 555-0116;1
1987;155-555-0140;1
1989;433-555-0168;3
1991;560-555-0171;1
1993;695-555-0158;1
1995;811-555-0100;3
1996;129-555-0100;3
1997;330-555-0100;3
1998;914-555-0100;3
1999;874-555-0100;1
2000;579-555-0100;1
2001;809-555-0100;1
2002;128-555-0100;1
2003;987-555-0100;1
2004;282-555-0100;3
2005;155-555-0100;1
2006;195-555-0100;3
2007;748-555-0100;3
2008;961-555-0100;3
2009;325-555-0100;1
2010;127-555-0100;3
2011;858-555-0100;3
2012;441-555-0100;3
2013;165-555-0100;3
2014;859-555-0100;3
2015;469-555-0100;3
2016;903-555-0100;1
2017;794-555-0100;1
2018;368-555-0100;1
2019;241-555-0100;3
2020;131-555-0100;1
2021;321-555-0100;1
2022;458-555-0100;1
2023;758-555-0100;1
2024;116-555-0100;1
2025;897-555-0100;3
2026;974-555-0100;3
2027;317-555-0100;1
2028;779-555-0100;3
2029;420-555-0100;3
2030;823-555-0100;1
2031;305-555-0100;1
2032;446-555-0100;3
2033;477-555-0100;1
2034;977-555-0100;3
2035;176-555-0100;1
2036;464-555-0100;1
2037;682-555-0100;3
2038;677-555-0100;1
2039;327-555-0100;3
2040;218-555-0100;3
2041;206-555-0100;1
2042;803-555-0100;3
2043;376-555-0100;1
2044;550-555-0100;1
2045;813-555-0100;1
2046;302-555-0100;3
2047;893-555-0100;3
2048;751-555-0100;1
2049;239-555-0100;3
2050;842-555-0125;3
2052;757-555-0100;3
2053;890-555-0100;1
2054;459-555-0100;1
2055;301-555-0100;1
2056;305-555-0100;1
2057;208-555-0100;3
2058;873-555-0100;3
2059;384-555-0100;3
2060;387-555-0100;1
2061;530-555-0100;1
2062;196-555-0100;3
2063;232-555-0100;3
2064;306-555-0100;3
2065;206-555-0100;1
2066;194-555-0100;3
2067;953-555-0100;1
2068;221-555-0100;3
2069;683-555-0100;1
2070;549-555-0100;1
2071;152-555-0100;1
2072;113-555-0100;3
2073;870-555-0100;3
2074;845-555-0100;1
2075;518-555-0100;1
2076;110-555-0100;3
2077;762-555-0100;1
2078;314-555-0100;3
2079;240-555-0100;1
2080;816-555-0100;3
2081;889-555-0100;3
2082;143-555-0100;1
2083;398-555-0100;3
2084;183-555-0100;3
2085;194-555-0100;1
2086;516-555-0100;1
2087;175-555-0100;3
2088;611-555-0100;3
2089;542-555-0100;1
2090;55-2555-0100;3
2091;586-555-0100;1
2092;249-555-0100;1
2093;766-555-0100;3
2094;870-555-0100;1
2095;474-555-0100;1
2096;339-555-0100;3
2097;565-555-0100;1
2098;171-555-0100;3
2099;214-555-0100;1
2100;203-555-0100;3
2101;996-555-0100;1
2102;791-555-0100;1
2103;455-555-0100;3
2104;129-555-0100;1
2105;593-555-0100;1
2106;534-555-0100;3
2107;232-555-0100;3
2108;142-555-0100;1
2109;937-555-0100;1
2110;165-555-0100;1
2111;953-555-0100;3
2112;607-555-0100;1
2113;759-555-0100;3
2114;151-555-0100;1
2115;612-555-0100;1
2116;399-555-0100;1
2117;115-555-0100;1
2118;222-555-0100;3
2119;991-555-0100;3
2120;442-555-0100;3
2121;186-555-0100;3
2122;129-555-0100;1
2123;424-555-0100;1
2124;892-555-0100;3
2125;535-555-0100;3
2126;536-555-0100;3
2127;360-555-0100;1
2128;853-555-0100;1
2129;882-555-0100;3
2130;152-555-0100;1
2131;124-555-0100;3
2132;839-555-0100;1
2133;571-555-0100;3
2134;884-555-0100;3
2135;123-555-0100;1
2136;197-555-0100;3
2137;270-555-0100;1
2138;811-555-0100;3
2139;839-555-0100;3
2140;931-555-0100;3
2141;847-555-0100;3
2142;444-555-0100;3
2143;563-555-0100;3
2144;905-555-0100;1
2145;672-555-0100;3
2146;448-555-0100;1
2147;913-555-0100;3
2148;644-555-0100;1
2149;576-555-0100;1
2150;138-555-0100;1
2151;110-555-0100;3
2152;560-555-0100;1
2153;904-555-0100;1
2154;867-555-0100;1
2155;484-555-0100;3
2156;757-555-0100;3
2157;113-555-0100;3
2158;616-555-0100;1
2159;924-555-0100;1
2160;565-555-0100;1
2161;450-555-0100;3
2162;996-555-0100;3
2163;199-555-0100;1
2164;463-555-0100;3
2165;487-555-0100;1
2166;873-555-0100;1
2167;612-555-0100;1
2168;564-555-0100;3
2169;190-555-0100;1
2170;919-555-0100;3
2171;606-555-0100;1
2172;125-555-0100;3
2173;647-555-0100;1
2174;548-555-0100;1
2175;584-555-0100;1
2176;810-939-7555;1
2177;276-555-0100;3
2178;329-555-0100;1
2179;109-555-0100;3
2180;130-555-0100;3
2181;688-555-0100;1
2182;298-555-0100;3
2183;463-555-0100;1
2184;660-555-0100;3
2185;174-555-0100;3
2186;760-555-0100;1
2187;892-555-0100;1
2188;133-555-0100;3
2189;481-555-0100;3
2190;122-555-0100;1
2191;417-555-0100;3
2192;368-555-0100;1
2193;244-555-0100;1
2194;595-555-0100;1
2195;439-555-0100;3
2196;296-555-0100;3
2197;451-555-0100;3
2198;472-555-0100;1
2199;691-555-0100;3
2200;963-555-0100;3
2201;416-555-0100;3
2202;247-555-0100;1
2203;191-555-0100;1
2204;552-555-0100;1
2205;620-555-0100;1
2206;710-555-0100;1
2207;362-555-0100;3
2208;566-555-0100;1
2209;125-555-0100;3
2210;723-555-0100;3
2211;773-555-0100;1
2212;191-555-0100;1
2213;202-555-0100;1
2214;331-555-0100;3
2215;917-555-0100;1
2216;760-555-0100;1
2217;484-555-0100;1
2218;174-555-0100;1
2219;224-555-0100;1
2220;390-555-0100;1
2221;970-555-0100;1
2222;273-555-0100;3
2223;444-555-0100;3
2224;190-555-0100;3
2225;177-555-0100;3
2226;591-555-0100;3
2227;609-555-0100;1
2228;433-555-0100;1
2229;196-555-0100;1
2230;139-555-0100;1
2231;471-555-0100;1
2232;786-555-0100;3
2233;595-555-0100;3
2234;762-555-0100;1
2235;709-555-0100;3
2236;697-555-0100;3
2237;888-555-0100;1
2238;954-555-0100;3
2239;417-555-0100;3
2240;580-555-0100;1
2241;197-555-0100;1
2242;971-555-0100;3
2243;447-555-0100;3
2244;343-555-0100;1
2245;639-555-0100;3
2246;296-555-0100;1
2247;613-555-0100;3
2248;878-555-0100;3
2249;885-555-0100;3
2250;815-555-0100;3
2251;845-555-0100;3
2252;117-555-0100;1
2253;557-555-0100;3
2254;183-555-0100;1
2255;375-555-0100;3
2256;522-555-0100;1
2257;861-555-0100;1
2258;729-555-0100;3
2259;188-555-0100;3
2260;946-555-0100;1
2261;898-555-0100;1
2262;285-555-0100;3
2263;609-555-0100;1
2264;653-555-0100;1
2265;116-555-0100;1
2266;779-443-5553;3
2267;981-555-0100;1
2268;838-555-0100;1
2269;579-555-0100;3
2270;101-555-0100;1
2271;478-555-0100;3
2272;908-555-0100;3
2273;835-555-0100;3
2274;593-555-0100;3
2275;870-555-0100;3
2276;581-555-0100;1
2277;170-555-0100;1
2278;147-555-0100;3
2279;364-555-0100;3
2280;274-555-0100;1
2281;146-555-0100;1
2282;125-555-0100;1
2283;477-555-0100;3
2284;135-555-0100;1
2285;388-555-0100;3
2286;500-555-0100;1
2287;637-555-0100;3
2288;548-555-0100;1
2289;244-555-0100;1
2290;279-555-0100;3
2291;314-555-0100;3
2292;121-555-0100;1
2293;241-555-0100;1
2294;230-555-0100;1
2295;119-555-0100;1
2296;507-555-0100;3
2297;394-555-0100;3
2298;982-555-0100;1
2299;710-555-0100;3
2300;263-555-0100;1
2301;406-555-0100;3
2302;602-555-0100;3
2303;306-555-0100;1
2304;757-555-0100;1
2305;714-555-0100;1
2306;160-555-0100;1
2307;433-555-0100;1
2308;536-555-0100;1
2309;116-555-0100;3
2310;775-555-0100;1
2311;154-555-0100;1
2312;915-555-0100;1
2313;997-555-0100;3
2314;736-555-0100;1
2315;518-555-0100;1
2316;584-555-0100;3
2317;639-555-0100;3
2318;149-555-0100;3
2319;162-555-0100;3
2320;928-555-0100;1
2321;675-555-0100;3
2322;644-555-0100;1
2323;113-555-0100;3
2324;193-555-0100;1
2325;102-555-0100;3
2326;133-555-0100;1
2327;583-555-0100;1
2328;989-555-0100;3
2329;699-555-0100;1
2330;971-555-0100;1
2331;828-555-0100;3
2332;850-555-0100;3
2333;188-555-0100;3
2334;884-555-0100;1
2335;469-555-0100;1
2336;116-555-0100;3
2337;412-555-0100;1
2338;561-555-0100;3
2339;148-555-0100;1
2340;728-555-0100;3
2341;157-555-0100;3
2342;324-555-0100;3
2343;905-555-0100;3
2344;351-555-0100;1
2345;147-555-0100;1
2346;827-555-0100;3
2347;508-555-0100;3
2348;124-555-0100;3
2349;898-555-0100;1
2350;294-555-0100;3
2351;512-555-0100;3
2352;116-555-0100;3
2353;141-555-0100;3
2354;348-555-0100;3
2355;862-555-0100;3
2356;870-555-0100;3
2357;567-555-0100;3
2358;963-555-0100;3
2359;547-555-0100;1
2360;709-555-0100;3
2361;794-555-0100;3
2362;380-555-0100;3
2363;130-555-0100;3
2364;786-555-0100;3
2365;840-555-0100;3
2366;188-555-0100;1
2367;334-555-0100;1
2368;993-555-0100;1
2369;932-555-0100;3
2370;891-555-0100;3
2371;133-555-0100;1
2372;310-555-0100;1
2373;933-555-0100;1
2374;460-555-0100;1
2375;313-555-0100;1
2376;120-555-0100;1
2377;164-555-0100;1
2378;804-555-0100;3
2379;206-555-0100;3
2380;1 (11) 500 555-0118;1
2381;1 (11) 500 555-0165;2
2382;499-555-0116;2
2383;1 (11) 500 555-0189;1
2384;1 (11) 500 555-0184;2
2385;1 (11) 500 555-0149;1
2386;1 (11) 500 555-0134;2
2387;1 (11) 500 555-0166;1
2388;1 (11) 500 555-0145;1
2389;121-555-0179;2
2390;1 (11) 500 555-0129;2
2391;1 (11) 500 555-0188;2
2392;1 (11) 500 555-0187;1
2393;1 (11) 500 555-0151;1
2394;1 (11) 500 555-0170;2
2395;1 (11) 500 555-0196;2
2396;1 (11) 500 555-0198;2
2397;377-555-0164;2
2398;1 (11) 500 555-0170;1
2399;125-555-0175;2
2400;1 (11) 500 555-0197;1
2401;1 (11) 500 555-0148;1
2402;1 (11) 500 555-0165;1
2403;1 (11) 500 555-0185;1
2404;1 (11) 500 555-0176;1
2405;723-555-0141;2
2406;239-555-0137;2
2407;1 (11) 500 555-0129;1
2408;905-555-0117;1
2409;1 (11) 500 555-0110;1
2410;402-555-0192;2
2411;1 (11) 500 555-0163;1
2412;182-555-0156;2
2413;1 (11) 500 555-0152;1
2414;438-555-0150;1
2415;1 (11) 500 555-0130;2
2416;1 (11) 500 555-0143;1
2417;1 (11) 500 555-0189;1
2418;153-555-0188;1
2419;986-555-0135;1
2420;1 (11) 500 555-0168;2
2421;1 (11) 500 555-0127;1
2422;1 (11) 500 555-0136;1
2423;1 (11) 500 555-0153;2
2424;1 (11) 500 555-0112;1
2425;432-555-0153;2
2426;1 (11) 500 555-0196;2
2427;1 (11) 500 555-0114;2
2428;1 (11) 500 555-0111;2
2429;1 (11) 500 555-0175;1
2430;1 (11) 500 555-0166;2
2431;1 (11) 500 555-0160;1
2432;644-555-0144;1
2433;1 (11) 500 555-0133;1
2434;1 (11) 500 555-0198;2
2435;1 (11) 500 555-0164;1
2436;1 (11) 500 555-0125;2
2437;1 (11) 500 555-0179;1
2438;238-555-0175;1
2439;1 (11) 500 555-0134;2
2440;1 (11) 500 555-0112;2
2441;1 (11) 500 555-0188;1
2442;1 (11) 500 555-0176;2
2443;1 (11) 500 555-0124;1
2444;410-555-0145;1
2445;1 (11) 500 555-0143;1
2446;1 (11) 500 555-0150;2
2447;1 (11) 500 555-0152;1
2448;1 (11) 500 555-0169;2
2449;1 (11) 500 555-0165;2
2450;1 (11) 500 555-0177;2
2451;1 (11) 500 555-0111;2
2452;527-555-0196;2
2453;1 (11) 500 555-0129;2
2454;1 (11) 500 555-0117;2
2455;1 (11) 500 555-0115;2
2456;1 (11) 500 555-0187;2
2457;933-555-0122;1
2458;1 (11) 500 555-0142;2
2459;1 (11) 500 555-0141;1
2460;138-555-0111;1
2461;421-555-0139;2
2462;1 (11) 500 555-0135;2
2463;200-555-0168;2
2464;471-555-0148;2
2465;499-555-0176;2
2466;1 (11) 500 555-0118;1
2467;1 (11) 500 555-0110;2
2468;1 (11) 500 555-0169;2
2469;664-555-0191;1
2470;461-555-0127;1
2471;1 (11) 500 555-0132;2
2472;1 (11) 500 555-0147;1
2473;1 (11) 500 555-0158;1
2474;1 (11) 500 555-0111;2
2475;1 (11) 500 555-0112;1
2476;1 (11) 500 555-0138;1
2477;618-555-0157;1
2478;1 (11) 500 555-0129;2
2479;1 (11) 500 555-0174;2
2480;1 (11) 500 555-0177;2
2481;1 (11) 500 555-0175;1
2482;981-555-0111;1
2483;1 (11) 500 555-0169;2
2484;1 (11) 500 555-0154;2
2485;1 (11) 500 555-0146;1
2486;1 (11) 500 555-0137;1
2487;1 (11) 500 555-0157;1
2488;1 (11) 500 555-0110;1
2489;1 (11) 500 555-0149;2
2490;1 (11) 500 555-0133;1
2491;1 (11) 500 555-0122;1
2492;1 (11) 500 555-0117;1
2493;1 (11) 500 555-0174;2
2494;1 (11) 500 555-0122;2
2495;1 (11) 500 555-0169;2
2496;1 (11) 500 555-0163;2
2497;1 (11) 500 555-0146;1
2498;1 (11) 500 555-0120;1
2499;1 (11) 500 555-0186;1
2500;1 (11) 500 555-0113;1
2501;136-555-0125;1
2502;952-555-0130;1
2503;341-555-0183;2
2504;1 (11) 500 555-0194;1
2505;1 (11) 500 555-0126;1
2506;1 (11) 500 555-0118;1
2507;1 (11) 500 555-0146;2
2508;1 (11) 500 555-0147;1
2509;175-555-0145;1
2510;1 (11) 500 555-0110;2
2511;1 (11) 500 555-0144;2
2512;368-555-0152;2
2513;942-555-0170;1
2514;1 (11) 500 555-0188;1
2515;865-555-0193;2
2516;1 (11) 500 555-0129;2
2517;1 (11) 500 555-0112;2
2518;1 (11) 500 555-0143;1
2519;752-555-0172;2
2520;919-555-0171;1
2521;1 (11) 500 555-0195;2
2522;1 (11) 500 555-0177;1
2523;1 (11) 500 555-0154;1
2524;1 (11) 500 555-0119;1
2525;757-555-0175;1
2526;1 (11) 500 555-0119;1
2527;1 (11) 500 555-0134;1
2528;458-555-0116;1
2529;1 (11) 500 555-0113;2
2530;1 (11) 500 555-0155;2
2531;1 (11) 500 555-0119;1
2532;111-555-0122;2
2533;1 (11) 500 555-0193;1
2534;1 (11) 500 555-0116;2
2535;1 (11) 500 555-0159;2
2536;1 (11) 500 555-0193;1
2537;1 (11) 500 555-0130;2
2538;1 (11) 500 555-0147;1
2539;1 (11) 500 555-0183;2
2540;521-555-0167;2
2541;784-555-0116;1
2542;1 (11) 500 555-0159;1
2543;362-555-0132;1
2544;1 (11) 500 555-0172;2
2545;1 (11) 500 555-0195;1
2546;1 (11) 500 555-0170;2
2547;1 (11) 500 555-0180;1
2548;1 (11) 500 555-0163;1
2549;116-555-0158;1
2550;1 (11) 500 555-0159;1
2551;779-555-0113;1
2552;1 (11) 500 555-0168;2
2553;1 (11) 500 555-0110;2
2554;1 (11) 500 555-0188;1
2555;433-555-0138;1
2556;1 (11) 500 555-0179;1
2557;1 (11) 500 555-0192;1
2558;1 (11) 500 555-0169;1
2559;1 (11) 500 555-0180;1
2560;1 (11) 500 555-0119;2
2561;248-555-0133;1
2562;1 (11) 500 555-0113;2
2563;1 (11) 500 555-0163;1
2564;1 (11) 500 555-0162;2
2565;1 (11) 500 555-0153;2
2566;703-555-0184;1
2567;1 (11) 500 555-0180;1
2568;352-555-0145;1
2569;1 (11) 500 555-0196;2
2570;1 (11) 500 555-0166;1
2571;1 (11) 500 555-0158;2
2572;1 (11) 500 555-0193;1
2573;107-555-0110;1
2574;1 (11) 500 555-0190;2
2575;1 (11) 500 555-0129;2
2576;1 (11) 500 555-0114;2
2577;113-555-0199;1
2578;1 (11) 500 555-0196;1
2579;1 (11) 500 555-0135;2
2580;1 (11) 500 555-0177;1
2581;560-555-0183;2
2582;1 (11) 500 555-0161;2
2583;1 (11) 500 555-0160;2
2584;1 (11) 500 555-0152;2
2585;1 (11) 500 555-0180;1
2586;167-555-0126;1
2587;1 (11) 500 555-0188;2
2588;460-555-0110;1
2589;1 (11) 500 555-0142;1
2590;1 (11) 500 555-0146;2
2591;1 (11) 500 555-0149;1
2592;1 (11) 500 555-0166;1
2593;1 (11) 500 555-0143;1
2594;1 (11) 500 555-0118;2
2595;454-555-0118;2
2596;289-555-0111;2
2597;1 (11) 500 555-0153;2
2598;1 (11) 500 555-0191;1
2599;1 (11) 500 555-0112;1
2600;465-555-0134;2
2601;424-555-0125;2
2602;1 (11) 500 555-0152;2
2603;1 (11) 500 555-0173;2
2604;1 (11) 500 555-0154;2
2605;1 (11) 500 555-0185;1
2606;882-555-0118;1
2607;870-555-0120;1
2608;1 (11) 500 555-0153;2
2609;1 (11) 500 555-0124;1
2610;1 (11) 500 555-0150;2
2611;1 (11) 500 555-0178;2
2612;1 (11) 500 555-0162;2
2613;1 (11) 500 555-0150;1
2614;1 (11) 500 555-0153;1
2615;1 (11) 500 555-0121;2
2616;1 (11) 500 555-0120;1
2617;1 (11) 500 555-0180;2
2618;1 (11) 500 555-0185;2
2619;1 (11) 500 555-0193;1
2620;1 (11) 500 555-0116;1
2621;1 (11) 500 555-0110;2
2622;744-555-0141;1
2623;155-555-0111;1
2624;1 (11) 500 555-0187;1
2625;1 (11) 500 555-0110;1
2626;302-555-0184;2
2627;1 (11) 500 555-0116;1
2628;1 (11) 500 555-0149;2
2629;1 (11) 500 555-0120;1
2630;1 (11) 500 555-0113;2
2631;1 (11) 500 555-0127;1
2632;721-555-0116;2
2633;1 (11) 500 555-0188;1
2634;1 (11) 500 555-0191;1
2635;1 (11) 500 555-0116;2
2636;1 (11) 500 555-0126;2
2637;1 (11) 500 555-0164;1
2638;1 (11) 500 555-0168;2
2639;1 (11) 500 555-0178;1
2640;1 (11) 500 555-0141;1
2641;1 (11) 500 555-0116;2
2642;1 (11) 500 555-0199;2
2643;1 (11) 500 555-0150;2
2644;1 (11) 500 555-0143;2
2645;1 (11) 500 555-0167;2
2646;1 (11) 500 555-0137;1
2647;1 (11) 500 555-0187;2
2648;1 (11) 500 555-0193;2
2649;1 (11) 500 555-0131;1
2650;1 (11) 500 555-0146;2
2651;799-555-0198;1
2652;1 (11) 500 555-0120;2
2653;1 (11) 500 555-0125;2
2654;1 (11) 500 555-0192;2
2655;1 (11) 500 555-0115;1
2656;197-555-0118;2
2657;1 (11) 500 555-0183;2
2658;973-555-0151;2
2659;1 (11) 500 555-0158;2
2660;502-555-0169;2
2661;168-555-0190;2
2662;354-555-0161;2
2663;1 (11) 500 555-0132;1
2664;1 (11) 500 555-0125;1
2665;1 (11) 500 555-0142;1
2666;175-555-0153;1
2667;994-555-0112;1
2668;1 (11) 500 555-0111;1
2669;1 (11) 500 555-0193;1
2670;1 (11) 500 555-0126;2
2671;1 (11) 500 555-0161;2
2672;1 (11) 500 555-0140;2
2673;1 (11) 500 555-0183;2
2674;1 (11) 500 555-0199;1
2675;865-555-0197;2
2676;1 (11) 500 555-0177;2
2677;1 (11) 500 555-0155;1
2678;1 (11) 500 555-0158;1
2679;1 (11) 500 555-0124;1
2680;858-555-0150;2
2681;1 (11) 500 555-0121;2
2682;1 (11) 500 555-0111;1
2683;479-555-0144;1
2684;1 (11) 500 555-0155;2
2685;350-555-0163;2
2686;833-555-0176;2
2687;1 (11) 500 555-0182;2
2688;468-555-0193;1
2689;1 (11) 500 555-0168;2
2690;1 (11) 500 555-0184;1
2691;370-555-0126;1
2692;238-555-0116;2
2693;1 (11) 500 555-0130;1
2694;183-555-0122;1
2695;1 (11) 500 555-0117;1
2696;170-555-0110;2
2697;1 (11) 500 555-0196;2
2698;806-555-0112;1
2699;277-555-0173;1
2700;490-555-0137;2
2701;1 (11) 500 555-0112;1
2702;171-555-0176;2
2703;110-555-0176;2
2704;392-555-0168;1
2705;1 (11) 500 555-0156;2
2706;1 (11) 500 555-0128;1
2707;1 (11) 500 555-0152;2
2708;739-555-0114;2
2709;741-555-0123;1
2710;1 (11) 500 555-0114;2
2711;191-555-0178;1
2712;344-555-0196;1
2713;458-555-0116;1
2714;1 (11) 500 555-0117;2
2715;1 (11) 500 555-0148;1
2716;568-555-0151;2
2717;196-555-0196;1
2718;1 (11) 500 555-0149;2
2719;1 (11) 500 555-0120;2
2720;1 (11) 500 555-0116;2
2721;1 (11) 500 555-0144;1
2722;1 (11) 500 555-0167;1
2723;623-555-0149;2
2724;184-555-0116;1
2725;1 (11) 500 555-0112;2
2726;1 (11) 500 555-0111;1
2727;922-555-0148;1
2728;184-555-0115;1
2729;593-555-0122;2
2730;903-555-0191;2
2731;367-555-0172;1
2732;403-555-0151;2
2733;1 (11) 500 555-0139;1
2734;467-555-0158;2
2735;181-555-0143;2
2736;858-555-0113;1
2737;839-555-0114;2
2738;795-555-0160;1
2739;433-555-0124;1
2740;1 (11) 500 555-0116;1
2741;1 (11) 500 555-0115;2
2742;1 (11) 500 555-0195;2
2743;1 (11) 500 555-0150;1
2744;1 (11) 500 555-0149;2
2745;1 (11) 500 555-0170;2
2746;1 (11) 500 555-0177;2
2747;1 (11) 500 555-0152;1
2748;930-555-0153;2
2749;453-555-0172;1
2750;1 (11) 500 555-0118;2
2751;177-555-0155;1
2752;870-555-0114;2
2753;1 (11) 500 555-0183;2
2754;1 (11) 500 555-0117;1
2755;1 (11) 500 555-0129;1
2756;1 (11) 500 555-0132;2
2757;193-555-0158;1
2758;904-555-0115;1
2759;125-555-0117;1
2760;701-555-0143;2
2761;821-555-0116;1
2762;1 (11) 500 555-0155;2
2763;747-555-0149;1
2764;772-555-0133;1
2765;1 (11) 500 555-0114;2
2766;808-555-0111;2
2767;987-555-0181;1
2768;1 (11) 500 555-0143;2
2769;160-555-0167;2
2770;1 (11) 500 555-0172;2
2771;1 (11) 500 555-0129;1
2772;243-555-0161;1
2773;488-555-0143;1
2774;1 (11) 500 555-0137;1
2775;383-555-0192;1
2776;159-555-0117;2
2777;988-555-0136;2
2778;1 (11) 500 555-0191;2
2779;152-555-0147;1
2780;512-555-0160;1
2781;1 (11) 500 555-0166;2
2782;649-555-0121;1
2783;1 (11) 500 555-0175;2
2784;656-555-0121;1
2785;1 (11) 500 555-0142;2
2786;530-555-0166;1
2787;862-555-0162;2
2788;1 (11) 500 555-0117;2
2789;1 (11) 500 555-0134;1
2790;466-555-0112;2
2791;1 (11) 500 555-0166;1
2792;998-555-0187;1
2793;932-555-0172;2
2794;942-555-0159;1
2795;1 (11) 500 555-0117;1
2796;1 (11) 500 555-0126;1
2797;656-555-0199;1
2798;1 (11) 500 555-0113;1
2799;794-555-0196;1
2800;342-555-0110;1
2801;574-555-0184;1
2802;484-555-0190;2
2803;944-555-0172;1
2804;1 (11) 500 555-0131;2
2805;621-555-0199;1
2806;664-555-0121;1
2807;1 (11) 500 555-0170;2
2808;439-555-0168;2
2809;528-555-0141;1
2810;1 (11) 500 555-0189;2
2811;1 (11) 500 555-0143;1
2812;1 (11) 500 555-0166;1
2813;321-555-0162;1
2814;1 (11) 500 555-0173;1
2815;1 (11) 500 555-0188;1
2816;314-555-0177;2
2817;278-555-0183;2
2818;1 (11) 500 555-0168;1
2819;1 (11) 500 555-0139;2
2820;1 (11) 500 555-0119;2
2821;378-555-0171;2
2822;1 (11) 500 555-0135;2
2823;588-555-0133;2
2824;1 (11) 500 555-0125;2
2825;780-555-0185;2
2826;1 (11) 500 555-0164;1
2827;218-555-0114;1
2828;277-555-0156;1
2829;1 (11) 500 555-0158;1
2830;166-555-0111;2
2831;817-555-0114;1
2832;1 (11) 500 555-0198;2
2833;1 (11) 500 555-0114;2
2834;507-555-0112;1
2835;958-555-0163;2
2836;1 (11) 500 555-0188;1
2837;117-555-0193;1
2838;1 (11) 500 555-0124;1
2839;1 (11) 500 555-0157;2
2840;1 (11) 500 555-0121;1
2841;187-555-0175;2
2842;180-555-0186;1
2843;1 (11) 500 555-0180;1
2844;1 (11) 500 555-0181;1
2845;1 (11) 500 555-0183;2
2846;774-555-0122;2
2847;1 (11) 500 555-0139;2
2848;880-555-0151;1
2849;141-555-0150;1
2850;848-555-0191;2
2851;1 (11) 500 555-0154;1
2852;273-555-0161;1
2853;618-555-0128;1
2854;1 (11) 500 555-0171;1
2855;641-555-0112;1
2856;848-555-0130;2
2857;1 (11) 500 555-0131;2
2858;637-555-0114;2
2859;141-555-0169;2
2860;928-555-0156;1
2861;144-555-0165;2
2862;990-555-0115;1
2863;484-555-0136;1
2864;290-555-0125;1
2865;1 (11) 500 555-0163;2
2866;383-555-0136;1
2867;162-555-0173;2
2868;431-555-0156;1
2869;1 (11) 500 555-0141;2
2870;616-555-0166;2
2871;1 (11) 500 555-0118;1
2872;1 (11) 500 555-0118;1
2873;219-555-0146;2
2874;1 (11) 500 555-0185;1
2875;699-555-0122;1
2876;1 (11) 500 555-0124;1
2877;1 (11) 500 555-0152;1
2878;115-555-0119;1
2879;334-555-0156;2
2880;1 (11) 500 555-0144;1
2881;1 (11) 500 555-0179;1
2882;1 (11) 500 555-0169;2
2883;122-555-0119;2
2884;287-555-0110;1
2885;1 (11) 500 555-0118;2
2886;121-555-0110;2
2887;1 (11) 500 555-0125;1
2888;1 (11) 500 555-0119;1
2889;621-555-0147;2
2890;1 (11) 500 555-0116;2
2891;1 (11) 500 555-0159;1
2892;771-555-0180;2
2893;1 (11) 500 555-0132;2
2894;1 (11) 500 555-0198;1
2895;1 (11) 500 555-0180;2
2896;714-555-0190;1
2897;712-555-0120;2
2898;871-555-0179;2
2899;104-555-0162;2
2900;1 (11) 500 555-0128;1
2901;1 (11) 500 555-0144;1
2902;1 (11) 500 555-0164;2
2903;1 (11) 500 555-0156;2
2904;1 (11) 500 555-0171;1
2905;666-555-0119;1
2906;841-555-0132;1
2907;1 (11) 500 555-0170;1
2908;1 (11) 500 555-0171;1
2909;162-555-0124;1
2910;1 (11) 500 555-0149;2
2911;231-555-0156;2
2912;1 (11) 500 555-0119;2
2913;1 (11) 500 555-0171;2
2914;713-555-0114;1
2915;515-555-0120;1
2916;1 (11) 500 555-0136;2
2917;1 (11) 500 555-0154;2
2918;1 (11) 500 555-0141;1
2919;869-555-0170;2
2920;1 (11) 500 555-0151;2
2921;1 (11) 500 555-0170;1
2922;211-555-0111;1
2923;472-555-0123;2
2924;884-555-0184;1
2925;1 (11) 500 555-0158;2
2926;1 (11) 500 555-0147;2
2927;1 (11) 500 555-0193;2
2928;1 (11) 500 555-0188;1
2929;1 (11) 500 555-0113;2
2930;366-555-0111;1
2931;1 (11) 500 555-0174;2
2932;273-555-0114;1
