13212;3127 El Camino Drive;Milwaukie;OR;US
13213;9495 Limewood Place;Burlingame;CA;US
13214;4155 Star Dr;Long Beach;CA;US
13215;Auf den Kuhlen Stra\xc3\x9fe 765;Kassel;HE;DE
13216;Heiderweg 4983;Essen;HH;DE
13217;778 Kingsford Dr;Woodburn;OR;US
13218;5691 Coldwater Drive;Oakland;CA;US
13219;7255 Virginia Hills Drive;Issaquah;WA;US
13220;2423 Garland Drive;Burien;WA;US
13221;287 Firestone Drive;Salem;OR;US
13222;Kulmer Stra\xc3\x9fe 3646;Berlin;SL;DE
13223;2983 Carlisle Way;Palo Alto;CA;US
13224;1315 Norse Drive;Victoria;BC;CA
13225;6473 Clay Way;Peterborough;ENG;GB
13226;111, rue Maillard;Versailles;78;FR
13227;4265 Boxwood Dr;Beaverton;OR;US
13228;2850 D Bel Air Dr;Cliffside;BC;CA
13229;6055 Broadway Street;Beverly Hills;CA;US
13230;7550 Carzino Ct;Seattle;WA;US
13231;3664 Ravenwood;La Jolla;CA;US
13232;5414 Camel Place;Lynnwood;WA;US
13233;Platz des Landtags 33;Frankfurt;HE;DE
13234;1880 Birchwood;Matraville;NSW;AU
13235;2110 Elm St.;Malabar;NSW;AU
13236;Potsdamer Stra\xc3\x9fe 939;Frankfurt;HE;DE
13237;7350 Pine;Lane Cove;NSW;AU
13238;740, all\xc3\xa9e des Princes;Cergy;95;FR
13239;6441 Kathleen Drive;Portland;OR;US
13240;3064 Fern Leaf Lane;Burlingame;CA;US
13241;7833 Cook Pkwy;London;ENG;GB
13242;1971 Cleveland Ave.;Bendigo;VIC;AU
13243;188, rue de Cambrai;Versailles;78;FR
13244;7509 San Cristobal;Cliffside;BC;CA
13245;5333 D St.;Fremont;CA;US
13246;70, all\xc3\xa9e des Princes;Boulogne-sur-Mer;62;FR
13247;5119 Valley Run;Yakima;WA;US
13248;3197 Winterglenn Way;Westminster;BC;CA
13249;3237 Meager Dr;San Francisco;CA;US
13250;1569 Eagle Ct;Concord;CA;US
13251;333, rue de Linois;Orleans;45;FR
13252;4519 Lydia Lane;Stoke-on-Trent;ENG;GB
13253;5760 Las Palmas;Kirkland;WA;US
13254;47, rue de Linois;Les Ulis;91;FR
13255;8964 Sanford St;Royal Oak;BC;CA
13256;243 Pine Dr;Matraville;NSW;AU
13257;460 Skyline Dr;Royal Oak;BC;CA
13258;6306 Manila Ave.;Hobart;TAS;AU
13259;Zeiter Weg 9963;Erlangen;BY;DE
13260;7820 S. Rising Ave;Spokane;WA;US
13261;879, rue des Ecoles;Pantin;93;FR
13262;45, avenue de la Gare;Les Ulis;91;FR
13263;6076 Citrus Ave;Brisbane;QLD;AU
13264;2226 Cleveland Avenue;Santa Monica;CA;US
13265;3249 E Lane;Hervey Bay;QLD;AU
13266;8594 Veracruz;Esher-Molesey;ENG;GB
13267;2962 Ana Mile;Brisbane;QLD;AU
13268;7870 Orangewood Dr.;Bracknell;ENG;GB
13269;Brunnenstr 75;Paderborn;HH;DE
13270;598 Limeridge Drive;Rockhampton;QLD;AU
13271;9875 Grant St;Coffs Harbour;NSW;AU
13272;Heidestieg Stra\xc3\x9fe 8664;Essen;HH;DE
13273;995, rue de Courtaboeuf;Boulogne-sur-Mer;62;FR
13274;4789 Estrada;Portland;OR;US
13275;4322 Cobblestone Ct;Vancouver;BC;CA
13276;9489 Anderson Way;Redwood City;CA;US
13277;9275 Westwood Way;Royal Oak;BC;CA
13278;Husemann Stra\xc3\x9fe 9514;Dresden;HE;DE
13279;2313 Santa Cruz Drive;Darlinghurst;NSW;AU
13280;7353 Algiers Drive;Langford;BC;CA
13281;Winterfeldtstr 3539;Berlin;SL;DE
13282;3884 Bates Court;Maidenhead;ENG;GB
13283;7393 N Ranchford Court;Westminster;BC;CA
13284;851, rue Henri Gagnon;Paris;75;FR
13285;8380 Forte Way;Sooke;BC;CA
13286;8675 Mildred Avenue;Marysville;WA;US
13287;663, rue des Ecoles;Courbevoie;92;FR
13288;9916 Walnut Blvd.;Yakima;WA;US
13289;3121 Spar Court;Fremont;CA;US
13290;2680 Claudia Drive;Melton;VIC;AU
13291;4616 Sutcliffe Pl;La Jolla;CA;US
13292;5842 Standing Grove Dr.;Geelong;VIC;AU
13293;2480 Stillwater Court;Woodland Hills;CA;US
13294;8848 Auburn;Santa Cruz;CA;US
13295;1728 Village Oaks Dr.;Milton Keynes;ENG;GB
13296;3508 Canning Road;Redwood City;CA;US
13297;5050 Mt. Diablo St.;Maidenhead;ENG;GB
13298;130 Alamo Court;W. Linn;OR;US
13299;5043 San Antonio;Fremont;CA;US
13300;4576 Almond Street;Seattle;WA;US
13301;9696 Brentwood Circle;Milsons Point;NSW;AU
13302;9529 North Park Court;Grossmont;CA;US
13303;7607 Pine Hollow Road;Ballard;WA;US
13304;304 Diver Way;Mill Valley;CA;US
13305;7651 Smiling Tree Court;Burien;WA;US
13306;8634 Valley Blvd.;Los Angeles;CA;US
13307;9161 Medina Dr.;London;ENG;GB
13308;3664 Colt Ct.;Springwood;NSW;AU
13309;6613 Thornhill Place;Lavender Bay;NSW;AU
13310;1585 Larkspur;Lake Oswego;OR;US
13311;3450 Villageoaks Dr.;Royal Oak;BC;CA
13312;9309 Silver Oak Pl;El Cajon;CA;US
13313;805 Stonyhill Circle;Spring Valley;CA;US
13314;Reiherweg 5014;Eilenburg;BB;DE
13315;4264 C Street;Brisbane;QLD;AU
13316;8668 St. Celestine Court;Lebanon;OR;US
13317;8934 Roundtree Court;High Wycombe;ENG;GB
13318;2382 Arbor Drive;Portland;OR;US
13319;2587 Windmill Way;Perth;SA;AU
13320;7040 Bush Avenue;Redmond;WA;US
13321;3663 A St.;Warrington;ENG;GB
13322;Rotth\xc3\xa4user Weg 11;Eilenburg;BB;DE
13323;1233 RiverRock Dr.;Coronado;CA;US
13324;8108 Abbey Court;Oak Bay;BC;CA
13325;6416 Honey Court;Lancaster;ENG;GB
13326;5932 Houston Ct.;Daly City;CA;US
13327;5718 N. Sixth Street;Puyallup;WA;US
13328;Nonnendamm 9;Frankfurt am Main;HH;DE
13329;Westheimer Stra\xc3\x9fe 5601;Bonn;NW;DE
13330;9215, rue L\xc3\xa9o Delibes;Les Ulis;91;FR
13331;3796 Peachwillow;Walla Walla;WA;US
13332;3836 Deer Meadow Way;Port Orchard;WA;US
13333;658 Pecan Street;Stoke-on-Trent;ENG;GB
13334;4587 Sunset Meadows;Sydney;NSW;AU
13335;3275 Corrinne Court;Hervey Bay;QLD;AU
13336;2168 Reading Drive;Burlingame;CA;US
13337;2614 Sandiago Drive;Burlingame;CA;US
13338;730 Keller Ridge Dr;Woolston;ENG;GB
13339;5118 Colorado Dr;Townsville;QLD;AU
13340;6359 Mozden Lane;West Covina;CA;US
13341;9563 Lani Kai Drive;Tacoma;WA;US
13342;1059 Delta Fair Blvd.;Port Hammond;BC;CA
13343;1955 Glaze Dr.;Rhodes;NSW;AU
13344;4518 Sequoia Drive;Tacoma;WA;US
13345;8922 Lindley Ct.;Beverly Hills;CA;US
13346;5291 Juliet Court;Shawnee;BC;CA
13347;3518 Benita Way;North Sydney;NSW;AU
13348;9, avenue de l\xc2\xb4 Union Centrale;Saint Germain en Laye;78;FR
13349;2369 Teak St.;North Sydney;NSW;AU
13350;6573 Helene Court;Portland;OR;US
13351;1510 Sharon Dr.;London;ENG;GB
13352;3450 Villageoaks Dr.;Pantin;93;FR
13353;1487 Santa Fe;Oak Bay;BC;CA
13354;1019 Pennsylvania Blvd;Marysville;WA;US
13355;6186 Berry Court;Novato;CA;US
13356;H\xc3\xb6henstr 7477;Poing;SL;DE
13357;1299 Band Court;St. Leonards;NSW;AU
13358;5972 Donegal Court;Woodburn;OR;US
13359;866, rue Basse-du-Rocher;Bellflower;CA;US
13360;644 North Ranchford;Brisbane;QLD;AU
13361;7992 Elm Road;Yakima;WA;US
13362;8979 Adams Dr.;Grossmont;CA;US
13363;6977 Evergreen Ct.;Beverly Hills;CA;US
13364;7346, avenue de l\xc2\xb4Europe;Bobigny;93;FR
13365;516 Oak Park Blvd.;Victoria;BC;CA
13366;4546 Vista Valley Rd;Warrnambool;VIC;AU
13367;3720 Santa Maria;Downey;CA;US
13368;5215 Entrada Circle;Hobart;TAS;AU
13369;1330 Guadalupe Dr.;San Carlos;CA;US
13370;5146 Shadow Falls Drive;Caloundra;QLD;AU
13371;3079 Ricardo;Puyallup;WA;US
13372;8740 Vista Way;Concord;CA;US
13373;9447 Leslie Avenue;Berkeley;CA;US
13374;4107 St. Raphael Drive;Corvallis;OR;US
13375;6, route de Marseille;Tremblay-en-France;93;FR
13376;824 Gregory Drive;Goulburn;NSW;AU
13377;5642 La Orinda Pl;Newport Beach;CA;US
13378;5175 Reisling Court;Novato;CA;US
13379;1318 Lasalle Street;Bremerton;WA;US
13380;Postfach 11 00 99;Berlin;NW;DE
13381;2998 Brook Street;Marysville;WA;US
13382;2785 Fallbrook Road;Novato;CA;US
13383;2497 Hazel Drive;Cranbourne;VIC;AU
13384;8206 H Street;San Carlos;CA;US
13385;903 West I St;Woodland Hills;CA;US
13386;2551 Damascus Loop;Townsville;QLD;AU
13387;9233 Pepper Way;Gateshead;ENG;GB
13388;Viktoria-Luise-Platz 4;Duesseldorf;HE;DE
13389;2184 Valley Blvd.;Walla Walla;WA;US
13390;3425 El Verano;Grossmont;CA;US
13391;6630 Cook Pk.;Santa Cruz;CA;US
13392;8125 Westbury Drive;Santa Cruz;CA;US
13393;Lindenalle 800;M\xc3\xbchlheim;HH;DE
13394;Auf dem Ufer 424;Ingolstadt;BY;DE
13395;3713 Rollingwood Dr.;London;ENG;GB
13396;5989 Concord Ave;N. Vancouver;BC;CA
13397;2357 Madrid;Beverly Hills;CA;US
13398;4361 Loftus Road;San Gabriel;CA;US
13399;Rehstr 6446;Stuttgart;SL;DE
13400;3639 Blackridge Drive;Hervey Bay;QLD;AU
13401;8552 Stillwater Court;Colma;CA;US
13402;4775 Imperial Dr.;Les Ulis;91;FR
13403;4092 Folson Drive;Peterborough;ENG;GB
13404;2756 Sinclair Avenue;North Ryde;NSW;AU
13405;6675 Logan Ct;El Cajon;CA;US
13406;4135 Kaywood Drive;Lavender Bay;NSW;AU
13407;1646 Twinview Drive;Burlingame;CA;US
13408;4499 Valley Crest;Bellflower;CA;US
13409;212, rue Marbeuf;Bobigny;93;FR
13410;1, rue Pierre-Demoulin;Paris;75;FR
13411;2403 Riverwood Circle;Langford;BC;CA
13412;8142 Longbrood Way;St. Leonards;NSW;AU
13413;3390 Candle Drive;Beaverton;OR;US
13414;3685 Pleasant Hill Rd;Long Beach;CA;US
13415;820, avenue de Malakoff;Verrieres Le Buisson;91;FR
13416;4926 Sharon Dr;Olympia;WA;US
13417;7954 Vista Avenue;Berks;ENG;GB
13418;Winter der B\xc3\xb6ck 441;Werne;NW;DE
13419;33, place de la R\xc3\xa9publique;Bobigny;93;FR
13420;7489 Relief Valley Ct;Novato;CA;US
13421;Ro\xc3\x9fstr 6642;Saarbr\xc3\xbccken;SL;DE
13422;9113 Flamingo Dr.;Berkshire;ENG;GB
13423;3858 Vista Diablo;Issaquah;WA;US
13424;Kr\xc3\xb6nerweg 5615;Bottrop;NW;DE
13425;5139 The Trees Dr;Concord;CA;US
13426;53 Odin Dr;Spring Valley;CA;US
13427;5075 Reading Dr.;Cranbourne;VIC;AU
13428;4+B347533, place de la R\xc3\xa9publique;Versailles;78;FR
13429;4753 Montanya Court;Mill Valley;CA;US
13430;4539 Leeds Ct;Haney;BC;CA
13431;4804 Haynes Court;Milsons Point;NSW;AU
13432;2617 Melody Drive;Newton;BC;CA
13433;5313 Haynes Court;Vancouver;BC;CA
13434;8192 Scenic Ct;Findon;SA;AU
13435;3644 Rosarita;Bellingham;WA;US
13436;6594 Glen Wood Drive;Lynnwood;WA;US
13437;5180 Lacorso;Los Angeles;CA;US
13438;6940 Hilltop Dr;Sydney;NSW;AU
13439;5542 Orchard View Ave;Caloundra;QLD;AU
13440;92, rue Saint-Lazare;Les Ulis;91;FR
13441;4176 Alexander Pl;Concord;CA;US
13442;8384 Golden Rain Road;Bellflower;CA;US
13443;211, quai de Grenelle;Les Ulis;91;FR
13444;5994 El Capitan;Palo Alto;CA;US
13445;7743 Ham Dr;Edmonds;WA;US
13446;3009 Temple Court;Cheltenham;ENG;GB
13447;1293 F Street;La Jolla;CA;US
13448;5952 Haven Drive;Beaverton;OR;US
13449;3960 Temple Drive;Oxford;ENG;GB
13450;8500 Pinehurst Court;Wollongong;NSW;AU
13451;2575 Garcia;Walla Walla;WA;US
13452;Nollendorfplatz 5662;M\xc3\xbcnster;SL;DE
13453;144 Santa Monica;Lakewood;CA;US
13454;7020 Mayette Avenue;Santa Cruz;CA;US
13455;Zollstr 68;Erlangen;BY;DE
13456;Attach\xc3\xa9 de Presse;Dunkerque;59;FR
13457;2707 Virgil Street;Palo Alto;CA;US
13458;5666 Hazelnut Lane;Darlinghurst;NSW;AU
13459;2748 Logan Court;Newport Beach;CA;US
13460;2851 Ward Street;Milsons Point;NSW;AU
13461;8689 St. George Court;Branson;MO;US
13462;1080 Crestwood Circle;Metchosin;BC;CA
13463;6650 Contuti Avenue;Rhodes;NSW;AU
13464;4030 La Orinda Place;Olympia;WA;US
13465;5271 St. George Court;Imperial Beach;CA;US
13466;4851 Heights Ave.;Beverly Hills;CA;US
13467;8475 Riverwood Circle;Oakland;CA;US
13468;Altendorfer Stra\xc3\x9fe 5;Offenbach;SL;DE
13469;9970 San Miguel Rd;Oakland;CA;US
13470;3429 Fourth Street;Salem;OR;US
13471;7834 Roux Court;Langley;BC;CA
13472;4203 Wildcat Circle;San Carlos;CA;US
13473;6206 Arthur Rd;Santa Monica;CA;US
13474;4753 Montanya Court;Silverwater;NSW;AU
13475;5484 Viking Dr;Corvallis;OR;US
13476;7355 San Benito;Bracknell;ENG;GB
13477;9930 Clinton Dr;Chula Vista;CA;US
13478;5098 N. Civic Dr;San Gabriel;CA;US
13479;Karl Liebknecht str 577;M\xc3\xbcnchen;HH;DE
13480;3902 Clay Rd.;Wollongong;NSW;AU
13481;2461 Orangewood Court;Warrnambool;VIC;AU
13482;4884 Maria Vega Court;Coffs Harbour;NSW;AU
13483;6237 El Rancho Dr.;Townsville;QLD;AU
13484;48, rue Montcalm;Tremblay-en-France;93;FR
13485;3002 Carmel Drive;Oak Bay;BC;CA
13486;1531 Birchwood;London;ENG;GB
13487;Zur Lindung 1;Erlangen;BY;DE
13488;3989 Terrace Drive;Lake Oswego;OR;US
13489;4284 Boynton Avenue;Redwood City;CA;US
13490;5525 Lilly Lane;Burbank;CA;US
13491;6453 Coldwater Drive;Bendigo;VIC;AU
13492;9975 Haynes Court;Shawnee;BC;CA
13493;1471 Michigan Blvd.;Shawnee;BC;CA
13494;9334 Cougar Way;Bendigo;VIC;AU
13495;5703 Rose Dr;Grossmont;CA;US
13496;9236 Woodland Drive;High Wycombe;ENG;GB
13497;83, rue de Fontfroide;Paris;75;FR
13498;4101 Buckthorn Court;Concord;CA;US
13499;9770 Fraga Court;Concord;CA;US
13500;363 St Paul Way;Portland;OR;US
13501;6985 Florencia;Burlingame;CA;US
13502;Postfach 99 92 92;Kassel;HE;DE
13503;1431 Rancho View Drive;Cliffside;BC;CA
13504;6598 Hargate Court;Fremont;CA;US
13505;4256 Ashmount Way;Warrington;ENG;GB
13506;6384 Euclid Ave.;Yakima;WA;US
13507;9 Katherine Drive;London;ENG;GB
13508;7158 Waterview Place;Stoke-on-Trent;ENG;GB
13509;2151 Twincreek Ct;North Ryde;NSW;AU
13510;5489 Patterson Blvd.;Lynnwood;WA;US
13511;8439 Teak St;Gold Coast;QLD;AU
13512;734 Mt. Tooth Place;High Wycombe;ENG;GB
13513;7025 Eastgate Avenue;Gateshead;ENG;GB
13514;2886 Chaparral Court;Issaquah;WA;US
13515;4381 Amazonas;Issaquah;WA;US
13516;8533 Valley Oak Plaza;Perth;SA;AU
13517;7839 Liszt Way;San Diego;CA;US
13518;2245 Cloudview Dr;Bellingham;WA;US
13519;6327 Mi Casa Court;London;ENG;GB
13520;5957 Hill Drive;Brisbane;QLD;AU
13521;4030 Rosina Court;High Wycombe;ENG;GB
13522;854, boulevard Tremblay;Drancy;93;FR
13523;7239 Green Leaf Drive;Marysville;WA;US
13524;2206 Clear View Circle;Concord;CA;US
13525;1685 Greenbelt Way;Fremont;CA;US
13526;Hellweg 4644;Salzgitter;HE;DE
13527;9507 San Vicente Dr;Renton;WA;US
13528;5831 Mountain View Place;Calgary;AB;CA
13529;2546 Woodchuck Pl;Bracknell;ENG;GB
13530;7371 Cali;Salem;OR;US
13531;K\xc3\xb6nigstr 284;M\xc3\xbchlheim;HH;DE
13532;7412 N. Civic Drive;Glendale;CA;US
13533;1679 V. Street;Ballard;WA;US
13534;3503 Springwood Way;Beaverton;OR;US
13535;4629 Candle Dr;Billericay;ENG;GB
13536;5870 Matheson Road;Oakland;CA;US
13537;2928 Harmony Way;York;ENG;GB
13538;3738, chauss\xc3\xa9e de Tournai;Bobigny;93;FR
13539;570 Guerrero;West Covina;CA;US
13540;7798 Longbrood Way;Caloundra;QLD;AU
13541;4028 Rosina Court;Beverly Hills;CA;US
13542;8433 Kenmore;National City;CA;US
13543;60bis, rue des Peupliers;Colomiers;31;FR
13544;4802 Haynes Court;Beaverton;OR;US
13545;9461 Rose Ave;Lebanon;OR;US
13546;570 Guerrero;Gold Coast;QLD;AU
13547;2391 Pepper Place;Milsons Point;NSW;AU
13548;Postfach 22 99 99;Leipzig;NW;DE
13549;3978 Spring Hill Dr.;Berkeley;CA;US
13550;6083 San Jose;Haney;BC;CA
13551;5884 Madhatter Circle;Lavender Bay;NSW;AU
13552;997 Grasswood Ct.;Watford;ENG;GB
13553;530 Northridge Drive;Spokane;WA;US
13554;5697 Alovera Road;Beverly Hills;CA;US
13555;4348 Via Romero;Darlinghurst;NSW;AU
13556;5483 Cornwall Court;Renton;WA;US
13557;3561 East Avenue;Bremerton;WA;US
13558;2454, rue Lamarck;Saint Ouen;41;FR
13559;1933 Landover Lane;Rhodes;NSW;AU
13560;3601 Stinson;Langley;BC;CA
13561;8411 Mt. Orange Place;Coffs Harbour;NSW;AU
13562;4588 Morgan Territory Road;Newport Beach;CA;US
13563;7538 Sherry Circle;Santa Cruz;CA;US
13564;6124 Clay Road;Long Beach;CA;US
13565;1312 Garland Dr.;London;ENG;GB
13566;448 Roanoke Dr.;Melbourne;VIC;AU
13567;9328 Attic Rd;Royal Oak;BC;CA
13568;Kappellweg 242;Hannover;NW;DE
13569;6938 Hilltop Dr;Puyallup;WA;US
13570;8377 St. Raphael Drive;Burlingame;CA;US
13571;5056 Anchor Ave;Lemon Grove;CA;US
13572;8498 Mcneil Pl.;Lieusaint;77;FR
13573;Buergermeister-ulrich-str 2945;Frankfurt am Main;SL;DE
13574;9715 San Francisco;Concord;CA;US
13575;6337 Hill Dr;W. Linn;OR;US
13576;4144 Show Rd.;Hervey Bay;QLD;AU
13577;1251 Alan Drive;Warrington;ENG;GB
13578;Brunnenstr 7566;M\xc3\xbcnchen;HE;DE
13579;66, avenue du Qu\xc3\xa9bec;Burlingame;CA;US
13580;2030 Hill Drive;Seattle;WA;US
13581;8486 July Loop;Hawthorne;QLD;AU
13582;9639 M St.;Burlingame;CA;US
13583;5010 Orange Street;Chula Vista;CA;US
13584;9531 Tri-state Ave;Chula Vista;CA;US
13585;1306 B St.;Malabar;NSW;AU
13586;9852 Shirley Dr;Downey;CA;US
13587;7559 Worth Ct.;Bellflower;CA;US
13588;9639 M St.;Vancouver;BC;CA
13589;5061 Athecton Circle;San Diego;CA;US
13590;291 Ironwood Way;Lavender Bay;NSW;AU
13591;7757 O Ct;Hobart;TAS;AU
13592;6088 Gonzalez Court;Port Hammond;BC;CA
13593;6191 Story Lane;Burnaby;BC;CA
13594;281 Windsor Drive;Spokane;WA;US
13595;3485 Sands;Seattle;WA;US
13596;7591 Signal Court;Townsville;QLD;AU
13597;5458 Gladstone Drive;Braintree;MA;US
13598;4980 Olivera Rd;Seattle;WA;US
13599;Auf den Kuhlen Stra\xc3\x9fe 19;Darmstadt;HE;DE
13600;99, avenue du Pr\xc3\xa9sident-Kennedy;Bobigny;93;FR
13601;3, rue de Maubeuge;Paris;75;FR
13602;Rehstr 1346;Eilenburg;BB;DE
13603;833 Boxwood;Bellflower;CA;US
13604;2844 Barcelona;Lynnwood;WA;US
13605;K\xc3\xb6nigsteiner Stra\xc3\x9fe 750;Neunkirchen;SL;DE
13606;9152 St. Patricia;Cloverdale;SA;AU
13607;9063 Vista Aven.;Hervey Bay;QLD;AU
13608;33, boulevard d\xc2\xb4Albi;Paris;75;FR
13609;Postfach 99 01 01;Darmstadt;HE;DE
13610;5407 Cougar Way;Beverly Hills;CA;US
13611;8713 Book Street;Burlingame;CA;US
13612;2284 Azalea Avenue;Daly City;CA;US
13613;108 Lakeside Court;Corvallis;OR;US
13614;5802 Ampersand Drive;North Ryde;NSW;AU
13615;9893 Hastings Dr;Grossmont;CA;US
13616;7970 Madrid;Redmond;WA;US
13617;8998 Adobe Drive;Grossmont;CA;US
13618;Waldstr 91;Frankfurt;BY;DE
13619;Zollhof 1866;Erlangen;BY;DE
13620;535 Greendell Pl;Fremont;CA;US
13621;6587 B Way;Colma;CA;US
13622;3739 Donald Dr;Downey;CA;US
13623;5234 Esperanza Drive;Torrance;CA;US
13624;9396 Race Road;Bendigo;VIC;AU
13625;8859 Poncho St.;Perth;SA;AU
13626;1349 Steven Way;San Carlos;CA;US
13627;3098 Eastgate Ave;Puyallup;WA;US
13628;4155 Working Drive;Lake Oswego;OR;US
13629;8814 Fieldbrook Pl;Woodburn;OR;US
13630;8316 La Salle St.;Burlingame;CA;US
13631;8674 Marina Vill Pkwy.;Hawthorne;QLD;AU
13632;5436 Via Del Verdes;Leeds;ENG;GB
13633;591 Merriewood Drive;Lavender Bay;NSW;AU
13634;312, rue Villedo;Les Ulis;91;FR
13635;350 Pastel Drive;Downey;CA;US
13636;8307 Monument Blvd.;London;ENG;GB
13637;9882 Clay Rde;Novato;CA;US
13638;5050 Mt. Wilson Way;Spring Valley;CA;US
13639;2190 Waterfall Way;Cloverdale;SA;AU
13640;7396 Maine Dr.;Beverly Hills;CA;US
13641;16 Woodside Court;Berkshire;ENG;GB
13642;4836 Marina;Corvallis;OR;US
13643;2913 Mountain Spring Road;Renton;WA;US
13644;5609 Huron Dr;Westminster;BC;CA
13645;591, rue Lauriston;Les Ulis;91;FR
13646;3941 Teakwood Dr;Lakewood;CA;US
13647;6891 Ham Drive;Coronado;CA;US
13648;5477 Limewood Place;Redwood City;CA;US
13649;11, rue Descartes;Saint-Denis;93;FR
13650;8681 Harvard Court;N. Vancouver;BC;CA
13651;177 11th Ave;Oregon City;OR;US
13652;7775 San Ysidro Court;Bury;ENG;GB
13653;6291 Winter Lane;Edmonds;WA;US
13654;1101, rue Lauriston;S\xc3\xa8vres;92;FR
13655;8756 Nottingham Pl.;Burien;WA;US
13656;8040 Hill Ct;Grossmont;CA;US
13657;4409 North Ranchford;Lynnwood;WA;US
13658;9032 Santa Fe;Runcorn;ENG;GB
13659;9068 Quiet Place Drive;Burlingame;CA;US
13660;1225 Santa Lucia;Caloundra;QLD;AU
13661;5690 Morgan Territory Rd;Lake Oswego;OR;US
13662;4855 James Court;Roncq;59;FR
13663;3260 Fountainhead Court;Colma;CA;US
13664;8307 Medina Dr.;Berks;ENG;GB
13665;137 Mazatlan;El Cajon;CA;US
13666;7959 Driving Drive;Bellflower;CA;US
13667;Nollendorfplatz 5118;Berlin;NW;DE
13668;834, rue Mazagran;Drancy;93;FR
13669;101, avenue de la Gare;Peterborough;ENG;GB
13670;5863 Sierra;Portland;OR;US
13671;3398, avenue de l\xc2\xb4Europe;Paris;75;FR
13672;L\xc3\xbctzowplatz 5938;Berlin;SL;DE
13673;4195 May Way;Beaverton;OR;US
13674;7145 Matchstick Drive;Long Beach;CA;US
13675;8386 Candelero Place;Tacoma;WA;US
13676;Auf dem Ufer 164;Darmstadt;HE;DE
13677;4333 Coastal Blvd.;Novato;CA;US
13678;7791 Running Springs Road;Goulburn;NSW;AU
13679;6312 Woodcrest Dr;Cliffside;BC;CA
13680;2197 Clay Road;Oak Bay;BC;CA
13681;8564 Hickory Drive;Long Beach;CA;US
13682;Potsdamer Stra\xc3\x9fe 646;Solingen;NW;DE
13683;569 Lunar Lane;Burbank;CA;US
13684;2639 Parkview Court;Burlingame;CA;US
13685;9846 Golf Club Road;Burien;WA;US
13686;134 Peachwillow Street;Findon;SA;AU
13687;26, rue de l\xc2\xb4Esplanade;Croix;59;FR
13688;1641 Overhill Rd;Hawthorne;QLD;AU
13689;7655 Greer Ave;Berkeley;CA;US
13690;4292 Oak Street;Bellflower;CA;US
13691;9459 Amhurst Way;Langley;BC;CA
13692;9295 Arcadia Pl;Caloundra;QLD;AU
13693;9246 Westminster Pl;Palo Alto;CA;US
13694;2341 Lindley Ct;Sydney;NSW;AU
13695;7323 Alan Drive;Burlingame;CA;US
13696;34, rue Lauriston;Paris La Defense;92;FR
13697;7364 Mason Dr;La Jolla;CA;US
13698;Postfach 8 11 99;Frankfurt;BY;DE
13699;5, rue des Bouchers;Metz;57;FR
13700;8645 Michigan Blvd;Langford;BC;CA
13701;9887 W. 39th Street;San Francisco;CA;US
13702;3092 Gabriela;Glendale;CA;US
13703;2957 Tri-state Avenue;Cambridge;ENG;GB
13704;4587 Sunset Meadows;Burbank;CA;US
13705;702 Candle Dr;Santa Cruz;CA;US
13706;8866 Alpha Way;Bellflower;CA;US
13707;5203 Foothill Way;Bellflower;CA;US
13708;2451 Vista Del Sol;Marysville;WA;US
13709;Galeriestr 6818;Braunschweig;NW;DE
13710;508 Somerset Place;Melbourne;VIC;AU
13711;8819 Camino Norte;West Covina;CA;US
13712;3478 Hillside Way;Milwaukie;OR;US
13713;2304 La Canada;Silverwater;NSW;AU
13714;1865 Scenic Ct.;Bellingham;WA;US
13715;101 Adobe Dr;Puyallup;WA;US
13716;5014 S. Villa Way;Glendale;CA;US
13717;4546 Vista Valley Rd;Mill Valley;CA;US
13718;1510 American Beauty Dr.;Bremerton;WA;US
13719;9713 Pome Court;Port Orchard;WA;US
13720;3570 Book Ct;Hobart;TAS;AU
13721;9500 Normal Avenue;Newton;BC;CA
13722;6951 Harmony Way;Hobart;TAS;AU
13723;7577 Camino Bonita;N. Vancouver;BC;CA
13724;54, avenue du Port;Paris;75;FR
13725;5684 San Marino Ct.;Burien;WA;US
13726;274 Diane Ct;San Diego;CA;US
13727;2139 Birdwatch Ave.;Oxford;ENG;GB
13728;6594 Bent Tree Lane;York;ENG;GB
13729;4540 Wood Ranch Circle;Everett;WA;US
13730;7490 Sharon Dr;La Jolla;CA;US
13731;1663 Park Glen Court;Cliffside;BC;CA
13732;6076 Citrus Ave;Woodburn;OR;US
13733;1936 Bayberry Drive;Haney;BC;CA
13734;66, rue Georges-Cl\xc3\xa9menceau;Croix;59;FR
13735;3432 NE 3rd Court;Haney;BC;CA
13736;9593 Power Ave.;Lavender Bay;NSW;AU
13737;2111 Ringing Dr;Warrnambool;VIC;AU
13738;35, rue de Longchamp;Les Ulis;91;FR
13739;1296 Bishop Court;Novato;CA;US
13740;5008 Falls Ct;Oak Bay;BC;CA
13741;7446 The Alameda;Goulburn;NSW;AU
13742;6289 Duck Horn Court;Newport Beach;CA;US
13743;9635 Rock Oak Road;Bremerton;WA;US
13744;6920 Merriewood Drive;Port Macquarie;NSW;AU
13745;33, avenue du Pr\xc3\xa9sident-Kennedy;Paris;75;FR
13746;6004 Peabody Road;Hervey Bay;QLD;AU
13747;3859 Anyway Street;Rockhampton;QLD;AU
13748;9189 Shady Ln.;Cranbourne;VIC;AU
